-61.560000,-1.170901,-0.346361
-60.930000,0.064182,0.524717
-38.850000,-0.139034,0.094208
-66.900000,0.206828,-0.049081
-38.890000,-0.585451,0.059310
-63.550000,-0.930827,0.652923
-61.130000,1.195941,0.274894
-27.190000,1.370043,-0.367861
-60.460000,-0.232998,0.621910
-62.080000,-0.855925,-1.027060
-44.870000,-0.509914,0.990220
-59.330000,0.149512,0.417931
-41.110000,-0.078899,-0.147272
-67.810000,-0.934101,0.129161
-62.430000,0.443425,-0.280565
-64.240000,0.281892,0.238052
-62.360000,0.873151,1.277170
-50.370000,-0.440593,-1.560483
-41.140000,0.723013,-1.493453
-64.040000,0.289158,0.337987
-55.950000,-0.441777,0.794456
-57.200000,-0.003090,-1.279110
-20.880000,0.585009,-0.394402
-38.310000,-0.719248,0.844085
-58.600000,0.586094,0.744124
-62.890000,0.129551,0.948436
-61.560000,0.296307,-0.243806
-63.860000,-0.218809,0.580779
-59.340000,0.363691,0.407837
-33.010000,0.702608,-0.119131
-59.760000,0.080253,0.873299
-62.550000,0.127259,-0.145718
-55.380000,0.474746,-0.318908
-60.740000,-0.412626,-0.024987
-66.350000,0.429624,-1.103433
-63.970000,-0.754747,-0.456481
-61.530000,0.626464,-0.349182
-64.540000,-0.425340,0.505626
-63.030000,0.281444,-0.598328
-61.560000,-1.170901,-0.346361
-60.930000,0.064182,0.524717
-62.000000,-0.509173,-0.572069
-65.030000,0.792866,-0.008662
-38.850000,-0.139034,0.094208
-41.590000,1.710734,-0.446352
-63.400000,0.549157,0.242520
-61.810000,1.206989,-0.135421
-62.120000,0.692613,0.502667
-53.460000,-0.623533,-0.766825
-62.300000,-0.128876,-0.102421
-43.470000,0.834483,0.956702
-62.110000,-0.500701,-0.403739
-60.810000,1.349717,-0.174405
0.000000,1.368001,-1.063873
-28.390000,0.026233,-0.009381
-65.220000,-0.088391,-0.858039
-63.750000,-0.590702,-0.156568
-54.840000,-0.502123,-0.354084
-66.900000,0.206828,-0.049081
-38.890000,-0.585451,0.059310
-66.390000,1.128522,-0.789051
-63.550000,-0.930827,0.652923
-62.790000,0.280728,-1.237964
-61.180000,-0.583624,1.154210
-57.460000,0.020011,0.977176
-65.100000,0.894309,0.298074
-40.180000,-0.438826,1.126586
-64.630000,-0.019036,-0.846608
-61.120000,-0.246572,-0.557554
-65.430000,0.089639,0.904421
-64.350000,-0.290033,-0.142462
-29.990000,1.332847,-0.465689
-27.590000,-0.628049,-0.775853
-36.640000,-0.368301,0.788607
-32.490000,0.719300,0.713019
-62.650000,1.008473,0.424798
-51.440000,0.052348,-0.205780
-39.490000,-0.384374,0.542106
-56.450000,0.470836,-0.590253
-62.240000,-0.927129,0.275778
-39.490000,-0.408057,0.504852
-55.580000,0.810919,0.054022
-60.670000,0.759700,0.383848
-61.630000,0.184353,-0.298187
-62.360000,-0.185365,-0.544775
-63.530000,0.498227,-0.499847
-29.060000,-0.968930,-0.357112
-63.890000,-0.762901,0.289579
-61.130000,1.195941,0.274894
-62.630000,0.476008,0.355596
-67.400000,1.066462,0.328795
0.000000,1.334744,0.104704
-62.400000,0.033019,-0.813202
-62.920000,1.423096,-0.811432
-54.840000,-1.679322,0.318138
-29.070000,-0.071241,-0.691259
-61.470000,0.519406,0.334382
-42.860000,1.290958,0.163114
-63.650000,0.769757,0.139002
-61.840000,-1.094906,0.743572
-63.720000,0.097816,1.659494
-55.330000,0.467047,0.491646
-28.680000,-0.376834,0.898792
-61.940000,-0.496250,-0.320594
-33.900000,-0.340249,-0.055540
-57.240000,0.393962,-0.251733
-65.270000,-0.034254,-0.226775
-64.980000,0.842603,0.462926
-57.670000,0.905109,0.462991
-62.390000,0.437882,-0.109685
-57.240000,0.195655,0.346465
-66.400000,0.067684,-0.995472
-26.460000,-0.619814,-0.758299
-65.190000,-1.454521,0.193488
-27.190000,1.370043,-0.367861
-60.460000,-0.232998,0.621910
-60.790000,0.204733,0.968077
-39.800000,0.189268,-0.230585
-61.920000,0.897841,0.156382
-36.510000,0.538380,0.665046
-42.460000,-0.029208,-0.259388
0.000000,0.147722,-0.625496
-58.990000,0.212149,-0.607844
-57.670000,0.223396,-0.028069
-39.170000,-0.911031,-0.543185
-63.330000,-0.432680,-0.651661
-60.220000,-1.150333,0.782686
-54.850000,0.060600,0.685074
-31.770000,0.858291,-0.116676
-54.900000,0.504713,-0.464832
-28.760000,0.717315,0.280095
-26.580000,-0.213525,-0.441771
-28.050000,-0.140562,0.985107
-65.550000,-0.535366,1.078243
-62.100000,0.235739,0.801910
-61.450000,0.558476,-0.917821
-61.450000,0.291421,0.778452
-62.080000,-0.855925,-1.027060
-66.800000,-0.015587,0.369364
-43.460000,-0.289336,1.292927
-66.560000,1.164098,-0.697127
-66.830000,2.048160,0.717299
-44.610000,-0.423938,-0.772731
-27.440000,-0.955838,0.652393
-65.170000,-0.630923,-0.222223
-61.330000,0.847616,0.344939
-63.980000,-1.056330,-0.437362
-47.890000,-0.525414,0.674495
-38.400000,0.980502,0.710590
-26.910000,-0.975371,0.237006
-65.380000,1.676679,-0.887050
-64.380000,0.302016,0.402357
-56.470000,1.161895,-0.175518
-62.060000,-0.384838,-0.954031
-63.890000,0.568275,-0.207393
-62.190000,0.338092,-1.461853
-26.960000,-0.550433,-0.663522
-36.720000,0.592299,-1.148665
-61.360000,0.909883,0.157794
-57.300000,-1.268511,0.250386
-43.020000,-0.148493,-0.816876
-60.980000,0.799397,0.233863
-66.040000,0.821839,-0.373312
-60.780000,-0.076171,-0.711146
-44.870000,-0.509914,0.990220
-51.810000,-0.096222,0.110616
-56.070000,0.295316,0.650186
-62.160000,0.808911,-0.356648
-60.370000,-1.603655,-0.024516
-51.310000,0.574936,-0.664648
-60.500000,0.936847,-1.449350
-44.150000,0.966857,-0.018023
-48.970000,0.982683,0.332979
-58.900000,0.106760,-1.587837
-32.600000,-0.734851,0.042148
-56.960000,1.317643,-0.760254
-58.990000,0.474363,0.703870
-59.640000,-0.219077,-1.719766
-64.180000,0.314971,0.792900
-64.620000,-0.294105,0.127843
-65.620000,0.406311,0.819312
-39.400000,-0.835606,-0.007187
-63.950000,-0.392812,-0.282492
-61.960000,0.488633,1.111277
-26.980000,0.062634,-1.382813
-65.620000,1.099728,-0.717676
-54.760000,0.403848,-0.176469
-63.920000,0.691235,0.114836
-63.940000,-0.148938,-0.095925
-59.330000,0.149512,0.417931
-56.880000,0.349875,-0.595521
-67.980000,0.188753,-0.266353
-60.670000,-0.439280,-0.733708
-61.490000,0.117234,-1.021583
-63.860000,0.891073,-0.066252
-54.030000,-0.699929,-0.549153
-61.840000,-0.560321,0.080644
-61.530000,-0.767086,-0.250792
-45.790000,1.603304,0.649314
-59.420000,0.008556,-0.527391
-64.320000,-1.238417,-0.475061
-55.380000,-0.790182,0.200584
-64.470000,0.721287,-0.227847
-41.110000,-0.078899,-0.147272
-67.810000,-0.934101,0.129161
-62.880000,1.287200,0.387857
-61.240000,0.413563,0.911778
-25.900000,-0.414524,-0.973391
-62.040000,0.320381,0.359753
-60.670000,0.038698,-0.788041
-60.670000,-0.096973,-0.060138
-67.370000,-0.218376,0.325816
-59.010000,1.128312,-0.036179
-30.550000,-0.685301,0.800479
-55.310000,0.851467,0.043520
-58.300000,-0.236499,-1.198208
-62.720000,0.054359,-1.018602
-37.080000,-0.695053,-0.469776
