0	0.0	-3.7	26.97	-54.83	33.89	123.07	-42.96	-85.02	-166.97	146.6	9.37	-92.99	-174.76	-99.14	-44.28	-148.45	129.37	-22.16	79.23	16.1	-77.54	-124.28	21.37	-151.01	122.1	133.8	-88.83	-36.68	30.86	-117.62	-48.62	14.88	66.05	-138.6	-54.44	-79.45	-107.29	-14.33	127.0	-113.47	26.1	-127.28	-91.47	-3.21	-178.43	-93.33	-54.16	-138.01	-8.18	82.15	113.71	-39.6	10.66	-140.73	143.84	30.58	-79.85	151.32	-23.02	-127.94	-56.61
1	0.0	160.57	-91.59	33.21	-72.56	-59.27	65.04	38.33	22.53	-116.89	-75.29	178.94	65.06	150.35	125.4	7.13	-106.21	128.85	-139.69	-61.98	112.68	4.25	-62.52	163.51	-154.2	-139.34	43.12	107.59	-101.42	63.11	94.11	-121.81	-38.56	167.76	160.63	58.67	160.56	157.15	-84.89	101.6	-119.01	27.01	173.98	174.72	86.12	6.33	119.23	1.6	25.58	-174.03	-125.35	25.08	-33.41	10.59	-4.48	-23.9	71.19	-53.37	174.78	14.64	0.15
2	0.0	66.26	172.91	-151.04	138.39	-168.14	104.05	-141.97	173.19	-12.1	-139.96	22.87	113.72	-30.04	-144.79	158.82	62.25	50.7	128.05	-176.35	-139.84	-46.87	-144.56	-24.11	24.27	21.11	110.03	-136.99	-58.38	-9.67	22.83	132.51	98.15	-0.48	26.73	141.2	12.03	-113.9	38.33	-61.9	163.19	-86.38	81.85	-118.16	-71.3	102.88	-143.68	-0.68	-172.04	-33.15	-80.74	-143.15	146.43	92.67	41.78	149.22	109.69	16.07	20.01	136.95	160.33
3	0.0	-133.25	-58.27	127.99	-102.18	7.82	-171.5	93.52	-39.92	72.58	122.29	-64.04	-4.39	79.56	46.84	-42.69	-83.83	-167.8	-1.4	125.56	5.71	171.19	96.16	19.84	-56.17	-71.57	-155.33	77.27	167.59	178.93	-159.25	-4.25	-160.25	28.94	-99.54	-164.78	-76.84	60.17	-174.95	74.87	-71.44	162.34	-10.81	59.94	158.01	-21.99	29.72	139.89	153.07	113.92	69.12	151.02	-169.04	-46.45	-168.22	-154.45	-97.35	-91.56	-138.27	-68.41	-127.26
4	0.0	-174.1	130.29	52.68	-175.28	53.11	-68.95	-91.64	126.14	-57.53	-29.48	47.38	-54.14	-48.38	154.74	-83.72	-37.2	-125.54	-58.29	-117.92	-34.48	-168.16	62.51	-51.49	-4.42	-40.64	157.68	-96.06	-169.25	-164.02	-43.7	151.0	29.34	79.04	49.47	28.35	91.87	102.53	-125.05	-41.21	-2.1	109.18	95.27	-63.33	100.77	150.14	-19.99	74.2	-52.63	42.57	8.33	-65.93	-116.61	-118.86	89.21	-58.03	-166.49	-163.63	-110.74	131.96	115.39
5	0.0	16.88	-21.16	-29.58	121.26	-123.55	2.1	142.89	-85.92	25.66	53.79	-39.54	163.47	21.27	-56.79	118.66	18.21	14.62	160.63	161.61	178.06	50.26	-21.36	83.75	81.62	46.44	-113.47	25.85	53.92	17.07	177.28	-76.05	-45.28	-62.21	-167.05	-7.55	-178.89	-71.53	88.19	6.73	98.23	-10.83	-169.47	117.41	-14.06	-63.5	175.95	-121.08	70.04	-124.08	-18.42	48.61	93.94	78.34	-126.12	63.94	174.79	88.09	49.94	-21.46	-170.8
6	0.0	114.08	75.54	147.5	-10.66	-14.33	142.19	-33.92	-121.34	102.75	167.41	-162.27	15.48	-158.37	31.16	45.19	-149.08	159.96	-104.29	47.24	-106.67	-1.97	-96.17	-131.51	-96.83	-108.76	-1.99	-88.78	99.76	-55.65	63.9	89.48	176.12	128.39	-31.71	-101.28	-7.71	25.34	-34.63	-134.74	-144.8	57.78	-89.49	-172.74	7.63	-134.9	-109.55	122.87	-126.95	-71.9	-152.52	-118.92	-84.54	159.94	96.23	-120.38	0.64	-27.47	113.42	-140.97	-12.02
7	0.0	-47.44	-145.15	-125.75	62.22	167.31	-119.5	88.99	69.91	-159.78	-96.24	109.67	-125.18	129.53	-112.28	-110.92	174.89	-47.01	25.12	-8.44	61.38	126.92	144.57	91.03	173.88	158.79	45.83	147.8	-35.32	132.61	-106.54	-137.49	-102.48	-110.86	93.13	124.87	83.89	-146.14	177.2	170.57	45.07	-135.66	3.86	8.17	-99.94	53.67	86.4	-73.19	107.98	164.69	142.5	123.99	61.66	-24.28	-46.4	115.79	-16.11	125.46	-86.09	75.23	46.14
8	0.0	-70.68	145.62	165.09	90.06	-68.59	-141.88	-113.14	97.01	-71.73	102.85	117.84	-151.58	32.67	14.76	135.92	-0.62	86.77	-34.19	-108.52	-167.33	-156.14	-26.34	-109.51	-23.24	82.95	-59.27	128.34	81.77	23.42	84.96	162.3	-136.8	-162.61	79.28	80.91	-24.33	-51.46	-144.22	-72.46	-95.17	10.97	-129.31	82.27	-114.88	-168.97	-171.1	-39.87	-149.78	151.03	109.33	14.71	132.46	-91.38	-101.0	-171.48	-146.69	63.43	147.47	-95.48	-90.63
9	0.0	93.6	-81.37	-98.7	-150.71	107.2	119.8	166.85	-47.72	11.2	-171.91	-147.79	87.01	-82.54	-107.07	-19.78	33.42	-153.59	93.78	148.81	23.05	73.12	68.87	113.79	58.6	-10.43	16.71	-18.79	-139.91	-147.86	-130.45	-58.32	119.51	135.37	-151.89	-57.27	65.85	132.39	2.1	59.37	5.17	-109.66	136.16	-95.67	22.52	88.1	13.65	179.06	174.34	-63.18	-99.3	-9.99	-110.27	48.05	64.1	176.78	138.73	-144.58	-8.32	29.76	146.43
