0	0.0	161.16	0.0	-35.81	-179.07	-125.35	-64.47	-107.44	-100.28	168.33	-21.49	-7.16	-7.16	-150.42	-175.49	175.49	-103.86	164.75	28.65	154.0	82.37	39.4	-136.09	-157.58	-146.84	-14.33	-93.12	3.58	-39.4	-32.23	-157.58	-57.3	-157.58	32.23	-103.86	14.33	82.37	-32.23	-125.35	-100.28	-100.28	-32.23	57.3	-96.7	-3.58	136.09	78.79	168.33	-75.21	93.12	25.07	168.33	157.58	-60.88	93.12	-42.98	-39.4	179.07	14.33	-154.0	85.95
1	0.0	71.63	-121.77	-121.77	-154.0	-21.49	-161.16	-25.07	14.33	-161.16	-60.88	50.14	-171.91	17.91	-14.33	64.47	-85.95	100.28	-89.54	50.14	136.09	-3.58	-89.54	161.16	157.58	-168.33	128.93	139.68	-175.49	168.33	-100.28	164.75	53.72	-64.47	42.98	-114.61	100.28	-50.14	-17.91	53.72	-128.93	146.84	32.23	-35.81	171.91	25.07	157.58	75.21	96.7	64.47	-17.91	-179.07	-53.72	-3.58	-39.4	136.09	-164.75	-161.16	32.23	-17.91	14.33
2	0.0	114.61	100.28	-53.72	146.84	171.91	-85.95	114.61	-53.72	-154.0	46.56	-50.14	10.74	-68.05	28.65	121.77	111.02	121.77	7.16	103.86	164.75	-96.7	78.79	89.54	39.4	78.79	82.37	-53.72	-17.91	82.37	-17.91	150.42	-68.05	21.49	82.37	-60.88	-50.14	157.58	42.98	-175.49	150.42	-128.93	-175.49	14.33	28.65	-89.54	118.19	14.33	7.16	-60.88	-57.3	-53.72	-78.79	168.33	-114.61	-125.35	179.07	75.21	-175.49	154.0	107.44
3	0.0	143.26	-93.12	-103.86	50.14	0.0	-143.26	139.68	-157.58	-132.51	-103.86	25.07	46.56	168.33	78.79	-136.09	46.56	-32.23	-161.16	-164.75	64.47	121.77	-75.21	68.05	14.33	-42.98	46.56	-42.98	132.51	-168.33	-132.51	78.79	-114.61	132.51	-50.14	50.14	0.0	-14.33	93.12	114.61	3.58	-150.42	146.84	-17.91	7.16	-168.33	-157.58	-146.84	-57.3	75.21	121.77	128.93	28.65	85.95	-78.79	-103.86	111.02	32.23	-111.02	78.79	-53.72
4	0.0	-136.09	-17.91	-71.63	114.61	132.51	-111.02	-68.05	-75.21	32.23	71.63	-121.77	-100.28	136.09	-125.35	-107.44	-161.16	17.91	-28.65	0.0	-75.21	-128.93	-118.19	35.81	-50.14	-96.7	143.26	121.77	0.0	17.91	0.0	39.4	78.79	-157.58	154.0	150.42	125.35	150.42	-89.54	161.16	-164.75	35.81	168.33	143.26	-46.56	10.74	60.88	-7.16	-35.81	-25.07	103.86	-93.12	-35.81	-118.19	21.49	-154.0	35.81	150.42	164.75	171.91	121.77
5	0.0	25.07	35.81	-175.49	111.02	-161.16	93.12	68.05	28.65	-107.44	7.16	89.54	-75.21	96.7	-60.88	-157.58	-39.4	-85.95	121.77	68.05	121.77	143.26	89.54	103.86	111.02	53.72	-143.26	-114.61	-75.21	57.3	46.56	107.44	-35.81	82.37	-78.79	100.28	-32.23	118.19	168.33	75.21	-10.74	53.72	-25.07	-168.33	154.0	-28.65	21.49	-114.61	-161.16	-103.86	-89.54	146.84	-125.35	-28.65	60.88	107.44	78.79	-143.26	128.93	-25.07	-89.54
6	0.0	103.86	161.16	175.49	-75.21	75.21	85.95	-121.77	154.0	-75.21	-85.95	-93.12	-118.19	-60.88	-78.79	-53.72	100.28	28.65	136.09	-46.56	25.07	103.86	-175.49	-46.56	-96.7	-68.05	32.23	50.14	-146.84	28.65	68.05	-157.58	-10.74	-10.74	-121.77	-171.91	-179.07	-154.0	150.42	7.16	-78.79	121.77	-10.74	114.61	-25.07	-157.58	-139.68	53.72	57.3	136.09	-164.75	-28.65	89.54	111.02	75.21	-60.88	-10.74	93.12	-82.37	53.72	57.3
7	0.0	-64.47	60.88	93.12	89.54	-10.74	150.42	35.81	-3.58	111.02	-128.93	-168.33	111.02	114.61	168.33	39.4	-125.35	-21.49	-53.72	-100.28	-10.74	-39.4	143.26	125.35	146.84	-118.19	-82.37	32.23	168.33	139.68	39.4	114.61	125.35	-75.21	-136.09	-32.23	-14.33	-171.91	-161.16	21.49	46.56	161.16	78.79	75.21	-78.79	85.95	-25.07	-107.44	-17.91	-128.93	-118.19	28.65	-136.09	-85.95	168.33	-168.33	132.51	-53.72	-32.23	21.49	42.98
8	0.0	-175.49	-175.49	17.91	14.33	-107.44	25.07	-7.16	175.49	-32.23	39.4	161.16	-25.07	-17.91	3.58	14.33	14.33	68.05	-125.35	132.51	-25.07	46.56	125.35	-82.37	85.95	164.75	-179.07	-75.21	39.4	-17.91	-150.42	-157.58	89.54	164.75	-14.33	179.07	179.07	25.07	-53.72	-42.98	85.95	107.44	-75.21	171.91	-107.44	118.19	107.44	107.44	146.84	118.19	-107.44	64.47	85.95	146.84	-161.16	17.91	-71.63	7.16	107.44	-132.51	-128.93
9	0.0	64.47	-71.63	-21.49	-121.77	35.81	164.75	171.91	71.63	100.28	164.75	-35.81	-64.47	-28.65	114.61	-78.79	-143.26	-139.68	-96.7	28.65	-107.44	3.58	57.3	-111.02	60.88	111.02	93.12	-14.33	-53.72	-143.26	-85.95	21.49	28.65	146.84	3.58	-150.42	146.84	53.72	-154.0	-111.02	128.93	0.0	93.12	-50.14	-161.16	96.7	42.98	-78.79	-111.02	-179.07	-28.65	-10.74	53.72	-171.91	-107.44	175.49	-50.14	-107.44	-10.74	-168.33	157.58
