1 -38.070000 2.904069 13.629464 185.762280
2 -5.350000 23.051207 17.071815 291.446860
3 -32.760000 3.048597 11.867204 140.830523
4 0.000000 21.908325 15.353760 235.737959
5 -34.650000 3.037034 13.338043 177.903383
6 -14.750000 12.586026 13.974346 195.282345
7 -20.950000 12.443941 10.940019 119.684005
8 -39.410000 7.100083 7.606919 57.865212
9 -12.430000 16.038337 11.539549 133.161193
10 -33.930000 7.903902 12.303702 151.381077
11 -7.800000 17.247012 14.953872 223.618280
12 -12.780000 12.617728 13.279269 176.338992
13 -34.960000 6.872633 12.791855 163.631561
14 0.000000 22.537337 18.423628 339.430067
15 -13.430000 15.275776 13.229549 175.020977
16 -38.570000 3.107725 8.320542 69.231421
17 -42.400000 3.102132 14.736493 217.164224
18 -42.430000 3.121513 5.313757 28.236018
19 -45.140000 2.972407 10.598814 112.334858
20 -41.340000 3.130011 11.988840 143.732287
21 -35.400000 7.376112 12.504798 156.369972
22 -37.950000 3.453514 8.953024 80.156643
23 -49.170000 5.379752 11.301271 127.718736
24 -35.710000 3.158297 9.396274 88.289962
25 -45.470000 3.700665 7.625723 58.151655
26 -14.920000 13.072629 16.709388 279.203637
27 -42.860000 3.042463 7.976483 63.624276
28 -42.880000 2.946776 10.124775 102.511062
29 -34.850000 2.934682 9.339564 87.227460
30 -37.530000 3.569940 12.889247 166.132677
31 -2.060000 16.712849 12.941293 167.477064
32 -40.010000 3.074763 12.225669 149.466979
33 -8.570000 10.923733 12.253059 150.137444
34 -7.890000 21.802063 15.815785 250.139048
35 -41.930000 3.064558 13.556389 183.775669
36 -40.340000 3.048534 12.285455 150.932415
37 0.000000 23.262466 18.635782 347.292384
38 0.000000 25.312086 19.832539 393.329588
39 -42.150000 2.923403 8.809697 77.610767
40 -6.770000 18.652737 17.306840 299.526705
41 -33.640000 3.049451 15.099743 228.002239
42 -1.710000 19.618689 15.502686 240.333286
43 -42.780000 2.995034 7.539274 56.840655
44 0.000000 15.977719 14.078153 198.194405
45 -38.900000 3.047499 14.983887 224.516860
46 -45.570000 3.079361 11.244594 126.440888
47 -35.430000 3.146768 9.982965 99.659587
48 -9.160000 17.097174 18.854251 355.482798
49 -39.010000 3.056888 10.077061 101.547164
50 -9.790000 12.266094 12.712876 161.617227
51 -49.620000 3.052632 9.298910 86.469730
52 -41.670000 3.003602 10.657027 113.572234
53 -42.380000 3.046957 10.759975 115.777063
54 0.000000 21.408745 14.764806 217.999507
55 -37.850000 2.983315 9.436421 89.046041
56 -46.300000 3.644193 7.639792 58.366422
57 -43.150000 3.582417 9.032899 81.593261
58 -14.280000 12.212818 14.256274 203.241354
59 -36.520000 3.098182 10.878855 118.349482
60 -38.910000 3.530120 14.054606 197.531954
61 -24.520000 6.876333 9.328068 87.012859
62 -41.220000 2.910732 11.004173 121.091819
63 -2.950000 13.167775 16.829501 283.232100
64 -41.810000 3.076675 12.429432 154.490771
65 -41.920000 3.053268 6.246320 39.016510
66 -23.990000 11.719197 8.248008 68.029638
67 -41.920000 3.078165 12.265670 150.446662
68 -16.700000 7.853824 10.375655 107.654224
69 -37.500000 3.062357 9.479729 89.865264
70 -38.440000 3.098257 8.464807 71.652953
71 -1.210000 19.601935 14.535196 211.271932
72 -46.830000 2.964871 7.757241 60.174785
73 -41.370000 3.058504 13.997943 195.942408
74 -15.040000 12.865770 15.553521 241.912023
75 -20.880000 7.470404 10.020249 100.405386
76 -1.090000 23.872485 18.000488 324.017551
77 -42.140000 5.297346 11.059098 122.303653
78 -7.110000 12.749528 13.176909 173.630921
79 -45.780000 3.844563 10.638831 113.184715
80 -8.660000 12.592735 15.175164 230.285587
81 -4.730000 19.560192 18.638183 347.381863
82 -4.530000 16.647124 12.059114 145.422234
83 -41.890000 2.905046 5.897674 34.782560
84 -3.580000 20.727419 18.350818 336.752526
85 -47.990000 2.968947 9.201767 84.672517
86 -26.240000 7.399880 11.446204 131.015590
87 -41.640000 3.059136 10.053470 101.072260
88 -3.980000 16.227907 15.270843 233.198638
89 0.000000 22.016280 16.767129 281.136621
90 -44.630000 3.611877 9.739355 94.855026
91 0.000000 30.539107 20.732965 429.855850
92 -54.370000 3.696072 4.864841 23.666675
93 -11.100000 18.446738 18.477594 341.421474
94 -0.270000 23.119424 18.302887 334.995666
95 -16.490000 11.351640 10.296874 106.025609
96 -38.780000 3.032354 11.808425 139.438904
97 -44.060000 3.496377 9.985438 99.708967
98 -31.380000 7.219226 14.661883 214.970811
99 -42.360000 3.132813 14.143156 200.028874
100 -7.150000 14.504222 11.145531 124.222872
101 0.000000 22.730035 15.213097 231.438314
102 -12.100000 12.219115 16.563114 274.336755
103 0.000000 7.725417 6.425254 41.283891
104 -48.550000 6.203683 9.894109 97.893395
105 -8.290000 15.089136 15.636256 244.492509
106 -6.380000 19.637206 15.570686 242.446278
107 -40.720000 5.025284 12.267143 150.482800
108 0.000000 20.043916 17.277071 298.497187
109 -34.110000 6.542288 7.019662 49.275660
110 -4.040000 20.170887 13.374750 178.883935
111 -33.230000 7.551048 11.060219 122.328454
112 -38.590000 3.679146 8.885930 78.959752
113 0.000000 16.830618 12.737338 162.239790
114 -19.450000 12.276955 10.692409 114.327603
115 -40.440000 6.320076 9.167164 84.036898
116 -34.020000 4.672154 13.233183 175.117129
117 -27.410000 7.123330 10.134567 102.709452
118 -45.740000 2.999976 11.669244 136.171254
119 -1.230000 23.955792 18.073954 326.667797
120 -15.660000 12.027037 13.243001 175.377080
121 -44.840000 3.107883 13.665814 186.754463
122 -42.330000 2.970176 7.194901 51.766597
123 -35.120000 7.267277 12.371737 153.059882
124 -13.260000 11.957002 13.425296 180.238563
125 -29.890000 7.830707 16.165248 261.315252
126 0.000000 24.335546 16.833144 283.354738
127 -9.080000 15.672449 16.260959 264.418803
128 -9.230000 14.186709 15.598694 243.319244
129 -5.070000 18.751144 14.043971 197.233118
130 -34.700000 7.795477 13.618284 185.457659
131 -28.580000 6.761777 12.125731 147.033357
132 -0.360000 21.066590 17.265046 298.081823
133 -45.350000 7.225558 13.178107 173.662502
134 -39.530000 2.896405 11.378188 129.463163
135 -38.620000 3.652524 12.199844 148.836187
136 -40.090000 4.447665 9.412517 88.595482
137 0.000000 22.108454 16.937337 286.873381
138 -32.330000 7.630505 12.646914 159.944439
139 -44.790000 3.018177 12.997334 168.930686
140 -27.250000 7.724246 12.990789 168.760608
141 -35.090000 6.923954 11.149740 124.316703
142 -49.620000 3.187435 13.625058 185.642215
143 -43.740000 3.561931 8.831862 78.001792
144 -36.560000 3.051143 11.586298 134.242292
145 -39.770000 3.097504 9.904053 98.090265
146 -2.440000 19.702293 13.726432 188.414934
147 -47.490000 3.822563 15.466510 239.212938
148 -49.950000 3.118168 10.064202 101.288162
149 -43.120000 2.943745 8.378966 70.207074
150 -1.290000 20.186631 15.308955 234.364103
151 -42.760000 3.051810 8.980716 80.653253
152 -41.730000 3.105165 7.766115 60.312539
153 -43.790000 3.086637 13.822288 191.055654
154 -2.950000 16.359208 12.742094 162.360963
155 -41.050000 7.126308 12.941706 167.487762
156 -10.330000 19.182226 15.005577 225.167341
157 -20.730000 9.170892 7.333684 53.782915
158 -7.490000 17.686284 11.713625 137.208999
159 -10.950000 11.993867 10.657444 113.581122
160 -23.640000 7.511507 11.275826 127.144254
161 -34.540000 5.360604 10.929423 119.452279
162 -52.290000 2.998516 12.502259 156.306479
163 -34.210000 3.698438 8.951007 80.120533
164 -36.220000 3.144382 11.524756 132.819997
165 -43.150000 2.987332 11.286923 127.394625
166 -39.060000 3.042539 12.137109 147.309425
167 -0.240000 21.713247 16.142024 260.564933
168 -34.480000 3.098157 11.155994 124.456192
169 -45.850000 3.586872 13.388007 179.238722
170 -17.990000 11.650319 16.406751 269.181466
171 -11.090000 11.629423 12.788496 163.545640
172 -10.700000 13.200027 11.412041 130.234683
173 -2.040000 23.948560 21.598281 466.485733
174 -13.240000 10.750010 12.437567 154.693078
175 -37.770000 3.378506 13.916784 193.676884
176 -28.060000 10.384164 14.568037 212.227716
177 -37.130000 3.039969 13.295250 176.763664
178 -42.510000 3.075394 13.680548 187.157399
179 -44.050000 2.869457 8.537064 72.881454
180 -43.300000 2.995950 15.319850 234.697791
181 -1.860000 17.386286 17.112502 292.837724
182 -33.230000 6.814198 10.490172 110.043710
183 -7.430000 17.881498 16.900640 285.631627
184 -39.910000 3.071982 12.298503 151.253171
185 -29.840000 7.165417 11.285692 127.366848
186 -41.550000 3.084923 5.193238 26.969719
187 -9.230000 19.445754 15.523462 240.977869
188 -25.250000 11.069550 11.037637 121.829427
189 -28.250000 6.400525 14.085689 198.406623
190 0.000000 13.699092 10.041874 100.839224
191 -42.820000 3.060516 14.251673 203.110185
192 -46.120000 3.103269 7.815103 61.075837
193 -37.150000 3.078837 9.269566 85.924857
194 -45.300000 3.064350 10.176558 103.562342
195 -38.870000 3.070874 9.134382 83.436927
196 -40.800000 3.143499 11.586497 134.246911
197 -41.760000 3.070663 12.724804 161.920649
198 -31.110000 3.714182 12.274259 150.657445
199 -41.200000 3.069227 9.433416 88.989347
200 -40.210000 4.423208 12.289658 151.035700
201 -36.650000 3.437384 12.352150 152.575616
202 -34.480000 3.054513 8.588086 73.755217
203 -14.520000 11.243350 13.007200 169.187242
204 -42.000000 3.056642 9.587331 91.916914
205 0.000000 22.350284 16.159590 261.132363
206 -41.090000 3.098551 10.647857 113.376859
207 -38.180000 3.062211 11.695463 136.783846
208 -40.930000 6.289449 11.384010 129.595692
209 -36.660000 3.047953 10.415189 108.476155
210 -2.680000 17.559558 15.297416 234.010927
211 -41.430000 4.993287 9.458181 89.457196
212 -40.340000 3.718676 12.298801 151.260512
213 -32.910000 6.806923 9.784437 95.735217
214 -39.080000 2.961711 8.680788 75.356088
215 -2.560000 18.772946 16.998491 288.948693
216 -43.300000 3.137897 13.317537 177.356786
217 -44.990000 3.111780 12.212168 149.137043
218 -36.920000 3.020696 9.303122 86.548085
219 -12.870000 17.502148 18.334937 336.169927
220 -1.610000 21.029214 15.445306 238.557492
221 -37.320000 3.102086 10.270028 105.473483
222 -46.580000 3.107614 12.709100 161.521220
223 0.000000 21.704554 14.782001 218.507547
224 -16.950000 12.735892 14.639854 214.325314
225 0.000000 20.385211 16.195970 262.309456
